Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,judge,question,reference,response,score,score_raw
1547,1547,1547,1547,1547,1547,Qwen/Qwen2.5-7B-Instruct,Calculate the mean ionic activity of a $0.0350 \mathrm{~m} \mathrm{Na}_3 \mathrm{PO}_4$ solution for which the mean activity coefficient is 0.685 .,0.0547,"The mean ionic activity \(a_{\pm}\) is given by the product of the molality \(m\) and the mean activity coefficient \(\gamma_{\pm}\):

\[
a_{\pm} = m \times \gamma_{\pm}
\]

Given \(m = 0.0350 \, \mathrm{m}\) and \(\gamma_{\pm} = 0.685\),

\[
a_{\pm} = 0.0350 \times 0.685 = 0.023975
\]

So, the mean ionic activity is approximately 0.0240.",0,answer>0</answer>
1548,1548,1548,1548,1548,1548,Qwen/Qwen2.5-7B-Instruct,"A lens is required to form a virtual image with a magnification of 5 at a distance of 25 cm from the lens. If the glass selected for its construction has a refractive index of 1.60 for the frequency of the light to be used, and one surface is to be plane, what must be the radius of curvature of the other surface of the lens?",3.75 cm,"Given the magnification \( M = 5 \) and image distance \( v = 25 \, \text{cm} \), the object distance \( u \) is \( u = -Mv = -5 \times 25 = -125 \, \text{cm} \) (negative since the object is on the same side as the incoming light for a virtual image). Using the lens formula \(\frac{1}{f} = \frac{1}{v} - \frac{1}{u}\), we get \(\frac{1}{f} = \frac{1}{25} - \frac{1}{-125} = \frac{1}{25} + \frac{1}{125} = \frac{6}{125}\), so \( f = \frac{125}{6} \approx 20.83 \, \text{cm} \). For a plano-convex lens, the lensmaker's formula is \(\frac{1}{f} = (n-1) \frac{1}{R}\), where \( n = 1.60 \), so \( R = (n-1) f = \frac{f}{n-1} = \frac{20.83}{0.60} \approx 34.72 \, \text{cm} \). Thus, the radius of curvature of the curved surface should be approximately 34.7 cm.",0,answer>0</answer>
1549,1549,1549,1549,1549,1549,Qwen/Qwen2.5-7B-Instruct,"A gun is fired at a moving target. The bullet has a pro-jectile speed of 1200 ft/sec. Both gun and target are on level ground. The target is moving 60 mph away from the gun and it is 30,000 ft from the gun at the moment of firing. Determine the angle of elevation \texttheta needed for a direct hit.",23.4 degrees,"First, convert the target speed to ft/sec: 60 mph = 60 × 5280 / 3600 = 88 ft/sec. Let \( \theta \) be the angle of elevation. The bullet's horizontal velocity component is \( 1200 \cos \theta \), which must match the target's speed plus the rate to cover 30,000 ft. The time to hit is \( t = \frac{30000}{1200 \cos \theta - 88} \). Vertically, the bullet must fall back to ground level, so \( 0 = 1200 \sin \theta \cdot t - \frac{1}{2} g t^2 \) with \( g = 32.2 \, \text{ft/s}^2 \). Solving these equations gives \( \theta \approx 3.5^\circ \).",0,answer>0</answer>
1550,1550,1550,1550,1550,1550,Qwen/Qwen2.5-7B-Instruct,"If the wage paid to all units of labor is $4.50, how many units of labor are hired?",2,"To determine how many units of labor are hired at a wage of $4.50, you need to compare the wage to the marginal revenue product (MRP) of labor. Firms hire labor up to the point where the MRP equals the wage. Without the MRP or labor demand schedule, the exact number of units cannot be determined. Please provide the MRP or labor demand data to find the precise quantity of labor hired.",0,answer>0</answer>
1551,1551,1551,1551,1551,1551,Qwen/Qwen2.5-7B-Instruct,A 100 g block of copper (s_cu= .095) is heated to 95°C and is then plunged quickly into 1000 g of water at 20° C in a copper container whose mass is 700 g. It is stirred with a copper paddle of mass 50 g until the temperature of the water rises to a steady final value. What is the final temperature?,20.6°C,"Let the final temperature be \( T_f \). Using conservation of energy:

Heat lost by copper block = Heat gained by water + Heat gained by copper container + Heat gained by copper paddle.

\[
m_{block} c_{Cu} (95 - T_f) = m_{water} c_{water} (T_f - 20) + m_{container} c_{Cu} (T_f - 20) + m_{paddle} c_{Cu} (T_f - 20)
\]

Given: \( m_{block} = 100 \, g \), \( m_{water} = 1000 \, g \), \( m_{container} = 700 \, g \), \( m_{paddle} = 50 \, g \), \( c_{Cu} = 0.095 \, cal/g^\circ C \), \( c_{water} = 1 \, cal/g^\circ C \).

\[
100 \times 0.095 \times (95 - T_f) = 1000 \times 1 \times (T_f - 20) + (700 + 50) \times 0.095 \times (T_f - 20)
\]

\[
9.5 (95 - T_f) = 1000 (T_f - 20) + 71.25 (T_f - 20)
\]

\[
902.5 - 9.",0,0
1552,1552,1552,1552,1552,1552,Qwen/Qwen2.5-7B-Instruct,Incompressible oil of density 850 kg/m^3 is pumped through a cylindrical pipe at a rate of 9.5 liters per second. The second section of the pipe has a diameter of 4.0 cm. What are the flow speed in that section? (Unit: m/s),7.6,"First, convert the flow rate to cubic meters per second: 9.5 liters/s = 0.0095 m³/s. The cross-sectional area of the pipe is A = π(d/2)² = π(0.04/2)² = π(0.02)² ≈ 0.001256 m². The flow speed v = Q/A = 0.0095 / 0.001256 ≈ 7.56 m/s.",1,answer>1</answer>
1553,1553,1553,1553,1553,1553,Qwen/Qwen2.5-7B-Instruct,"H_2(g) + 2AgCl (s) + 2H_2O \rightarrow 2Ag(s) + 2H_3O^+(Ag) + 2Cl^-(Ag). It has been determined that at 25°C the standard free energy of forma-tion of AgCl(s) is -109.7 kJ/mole, that of H_2O(l) is -237.2 kJ / mole, and that of (H_3O^+ + Cl^-) (ag) is - 368.4 KJ / mole. Now assuming the reaction is run at 25°c and 1 atm of pressure in a cell in which the H_2(g) activity is unity and H_3O+(ag) and Cl^-(ag) activities are .01,what will be the cell voltage?",.459v,"First, calculate the standard Gibbs free energy change (ΔG°) for the reaction using the formation values:

ΔG° = [2ΔG_f(Ag) + 2ΔG_f(H_3O^+ + Cl^-)] - [ΔG_f(H_2) + 2ΔG_f(AgCl) + 2ΔG_f(H_2O)]

Since ΔG_f(Ag) and ΔG_f(H_2) are zero (elements in standard state), this simplifies to:

ΔG° = 2(-368.4) - [0 + 2(-109.7) + 2(-237.2)] = -736.8 - (-694.2) = -42.6 kJ/mol

Convert ΔG° to volts using ΔG = -nFE°, with n=2 electrons:

E° = -ΔG° / (nF) = 42600 J/mol / (2 × 96485 C/mol) ≈ 0.221 V

Next, adjust for non-standard activities using the Nernst equation:

E = E° - (RT/nF) ln Q

Q = (a_H3O+)^2 (a_Cl^-)^2 / (a_H2) = (0.01)^2 × (0.01)^2 / 1 = 10^-8

At 25°C, RT/F ≈ 0.025",0,answer>0</answer>
1554,1554,1554,1554,1554,1554,Qwen/Qwen2.5-7B-Instruct,For the reaction Cd(Hg) + Hg_2SO_4(s) + (8/3)H_2O \rightleftarrows CdSO_4 \bullet (8/3)H_2O(s) + 3Hg(l) the voltage as a function of temperature is given by \epsilon = 1.01845 - (4.1 × 10^-5)(\texttheta - 20) - (9.5 × 10^-7)(\texttheta - 20)^2 where \texttheta is the temperature in °C. Calculate the value of \DeltaS at 25°C given that one mole of CdSO_4. (8/3) H_2O is formed and \DeltaS =nF(d\epsilon/dT) wheren = 2 andF = 9.648456 × 10^4 C mol^-1,- 9.74J / K,"Given \(\epsilon = 1.01845 - (4.1 \times 10^{-5})(\theta - 20) - (9.5 \times 10^{-7})(\theta - 20)^2\), first find \(\frac{d\epsilon}{dT}\) at \(\theta = 25^\circ C\):

\[
\frac{d\epsilon}{dT} = -4.1 \times 10^{-5} - 2 \times 9.5 \times 10^{-7} (\theta - 20)
\]

At \(\theta = 25\):

\[
\frac{d\epsilon}{dT} = -4.1 \times 10^{-5} - 2 \times 9.5 \times 10^{-7} \times 5 = -4.1 \times 10^{-5} - 9.5 \times 10^{-6} = -5.05 \times 10^{-5} \, V/^\circ C
\]

Using \(\Delta S = nF \frac{d\epsilon}{dT}\), with \(n=2\) and \(F=9.648456 \times 10^4\):

\[
\Delta S = 2 \times 9.648456 \times 10^4 \times (-5.05 \times 10^{-5}) = -",1,1
1555,1555,1555,1555,1555,1555,Qwen/Qwen2.5-7B-Instruct,"Water is flowing through a 4 in. inside diameter, wrought iron pipe of 100 ft., at a mean velocity of 6 feet/sec. If the outlet of the pipe is 3 ft. higher than the inlet, determine the power required to obtain this flow rate.",0.934 hp,"First, calculate the flow rate \( Q \) using the pipe diameter and velocity:  
\( A = \pi (d/2)^2 = \pi (4/12/2)^2 = 0.0873 \, \text{ft}^2 \)  
\( Q = A \times v = 0.0873 \times 6 = 0.524 \, \text{ft}^3/\text{s} \).

The power required to lift the water 3 ft at this flow rate is:  
\( P = \rho g Q h \), where \( \rho g = 62.4 \, \text{lb/ft}^3 \times 32.2 \, \text{ft/s}^2 \) (weight density of water is 62.4 lb/ft³, so use weight directly).  
Power in ft-lb/s: \( P = 62.4 \times 0.524 \times 3 = 98.1 \, \text{ft-lb/s} \).

Convert to horsepower:  
\( 1 \, \text{hp} = 550 \, \text{ft-lb/s} \), so  
\( P = 98.1 / 550 = 0.178 \, \text{hp} \).

Thus, the power required is approximately 0.18 hp.",0,(answer>0</answer>)
1556,1556,1556,1556,1556,1556,Qwen/Qwen2.5-7B-Instruct,"A crystal reflects 70% at the wavelength of its residual rays, and 4% at adjacent wavelengths. How many reflec-tions are necessary in order that the residual ray shall be 100 times as intense as the light of adjacent wave-lengths?",2 reflections,"Let the intensity of the residual ray after \(n\) reflections be \(I_r = (0.70)^n\) and the intensity of the adjacent wavelength be \(I_a = (0.04)^n\). We want \(I_r = 100 \times I_a\), so:

\[
(0.70)^n = 100 \times (0.04)^n
\]

Dividing both sides by \((0.04)^n\):

\[
\left(\frac{0.70}{0.04}\right)^n = 100
\]

\[
(17.5)^n = 100
\]

Taking logarithms:

\[
n \log(17.5) = \log(100)
\]

\[
n = \frac{\log(100)}{\log(17.5)} = \frac{2}{1.243} \approx 1.61
\]

Since \(n\) must be an integer, at least 2 reflections are necessary.",1,answer>1</answer>
1557,1557,1557,1557,1557,1557,Qwen/Qwen2.5-7B-Instruct,"A 72-slot three-phase stator armature is wound for six poles, usingdouble-layer lap coils having 20 turns per coil with a (5 / 6) pitch. The flux per pole is 4.8 × 10^6 lines, and the rotor speedis 1200 rpm. Calculate: (a) The generated effective voltage per coil of a full- pitch coil. (b) The total number of turns per phase. (c) The distribution factor. (d) The pitch factor. (e) The total generated voltage per phase from (a), (c), and (d)above, and by the following equation: E_gp= 4.44 \textphiN_pfK_pk_d× 10^-8 V(1)","(a) 256 V/coil, (b) 480 turns/phase, (c) 0.958, (d) 0.966, (e) 5680 V","Given data:
- Number of slots, S = 72
- Number of poles, P = 6
- Turns per coil, T = 20
- Coil pitch = (5/6) of full pitch
- Flux per pole, ϕ = 4.8 × 10^6 lines
- Rotor speed, N = 1200 rpm

(a) Generated voltage per coil of a full-pitch coil:
Frequency, f = (P × N) / 120 = (6 × 1200) / 120 = 60 Hz  
E_coil = 4.44 × f × N_turns × ϕ × 10^-8  
E_coil = 4.44 × 60 × 20 × 4.8 × 10^6 × 10^-8 = 256.9 V

(b) Total number of turns per phase:
Number of slots per pole per phase = S / (P × 3) = 72 / (6 × 3) = 4  
Turns per phase = Turns per coil × 2 (double layer) × slots per pole per phase = 20 × 2 × 4 = 160 turns

(c) Distribution factor, K_d:
Number of slots per pole, q = S / P = 72 / 6 = 12  
Slots per pole per phase, m = q / 3 = 12 / 3 =",0,0
1558,1558,1558,1558,1558,1558,Qwen/Qwen2.5-7B-Instruct,What is the pH of a solution made by dissolving 0.0300 mol of sodium ethanoate in enough water to make 50 mL of solution (Ka for ethanoic acid is 1.8 × 10^-5)?,9.26,"First, calculate the concentration of sodium ethanoate: \( C = \frac{0.0300 \text{ mol}}{0.050 \text{ L}} = 0.60 \text{ M} \). Sodium ethanoate is a salt of the weak acid ethanoic acid, so it hydrolyzes to form OH⁻. Using the relation \( K_b = \frac{K_w}{K_a} = \frac{1.0 \times 10^{-14}}{1.8 \times 10^{-5}} = 5.56 \times 10^{-10} \). Then, \( [OH^-] = \sqrt{K_b \times C} = \sqrt{5.56 \times 10^{-10} \times 0.60} = 5.77 \times 10^{-5} \text{ M} \). Calculate pOH: \( \text{pOH} = -\log(5.77 \times 10^{-5}) = 4.24 \), so pH = 14 - 4.24 = 9.76.",0,answer>0</answer>
1559,1559,1559,1559,1559,1559,Qwen/Qwen2.5-7B-Instruct,Calculate the self-inductance of a coil if a rate of change of current of 5 amperes per second produces a backemfof 2 volts.,0.4henry,"The self-inductance \( L \) can be calculated using the formula \( V = L \frac{dI}{dt} \). Given \( V = 2 \) volts and \( \frac{dI}{dt} = 5 \) amperes per second, rearranging gives \( L = \frac{V}{\frac{dI}{dt}} = \frac{2}{5} = 0.4 \) henries. Therefore, the self-inductance of the coil is 0.4 H.",1,answer>1</answer>
1560,1560,1560,1560,1560,1560,Qwen/Qwen2.5-7B-Instruct,"Air flowing through a nozzle encounters a shock. The Mach number upstream of the shock isM_x= 1.8, and the static temperature downstream of the shock is T_y = 800°R. How much has the velocity changed across the shock ? Assume \gamma = 1.4.",1160 ft/sec,"Given \( M_x = 1.8 \), \( T_y = 800^\circ R \), and \(\gamma = 1.4\), first find the upstream static temperature \( T_x \) using isentropic relations or assume a value if not given. The velocity change across the shock is found from the relation \( V = M \sqrt{\gamma R T} \). Using normal shock relations, the downstream Mach number \( M_y \) can be calculated, then velocities \( V_x \) and \( V_y \) are found. The velocity change is \( \Delta V = V_y - V_x \). For \( M_x=1.8 \), \( M_y \approx 0.6 \), so velocity decreases significantly across the shock.",0,answer>0</answer>
1561,1561,1561,1561,1561,1561,Qwen/Qwen2.5-7B-Instruct,"The reaction of Br2(g) with Cl2(g) to form BrCl(g) has an equilibrium constant of 15.0 at a certain temperature. If 10.0 grams of BrCl is initially present in a 15.0-liter reaction vessel, what will the concentration of BrCl be at equilibrium?",3.8 × 10^-3 mol/L,"First, calculate the initial concentration of BrCl:  
Molar mass of BrCl ≈ 80.9 g/mol, so moles of BrCl = 10.0 g / 80.9 g/mol ≈ 0.1237 mol.  
Initial concentration = 0.1237 mol / 15.0 L ≈ 0.00825 M.  

Let the reaction be: Br2 + Cl2 ⇌ 2 BrCl, with K = 15.0.  
If x is the change in concentration of BrCl at equilibrium, then:  
[BrCl] = 0.00825 - 2x, [Br2] = x, [Cl2] = x.  

Equilibrium expression: K = [BrCl]^2 / ([Br2][Cl2]) = (0.00825 - 2x)^2 / (x^2) = 15.0.  
Solving for x gives x ≈ 0.0015 M, so equilibrium [BrCl] ≈ 0.00825 - 2(0.0015) = 0.00525 M.  

Thus, the equilibrium concentration of BrCl is approximately 0.0053 M.",0,(answer>0</answer>)
1562,1562,1562,1562,1562,1562,Qwen/Qwen2.5-7B-Instruct,The freezing point constant of toluene is 3.33°C per mole per 1000 g. Calculate the freezing point of a solution prepared by dissolving 0.4 mole of solute in 500 g of toluene. The freezing point of toluene is - 95.0°C.,- 97.66°C,"The freezing point depression, ΔTf, is calculated using ΔTf = Kf × m, where m is the molality. Molality, m = moles of solute / kg of solvent = 0.4 / 0.5 = 0.8 mol/kg. ΔTf = 3.33 × 0.8 = 2.664°C. The freezing point of the solution = -95.0°C - 2.664°C = -97.664°C.",1,answer>1</answer>
1563,1563,1563,1563,1563,1563,Qwen/Qwen2.5-7B-Instruct,"Assume there is an organism in which there are five contrasting independent gene pairs, A vs. a, B vs. b, D vs. d, E vs. e and F vs. f, for which the organism is heterozygous. If the organism were able to undergo self-fertilization, (a) what is the probability that the first progeny will have a genotype identical to that of the parent? (b) what proportion of the total progeny will be homozygous? (c) assuming complete dominance for each gene pair, what proportion of the total progeny will phenotypically exhibit the dominant form for the five characters?","1/32, 1/32, 243/1,024","(a) The probability that the first progeny will have a genotype identical to the heterozygous parent (AaBbDdEeFf) is \((\frac{1}{4})^5 = \frac{1}{1024}\), since each gene pair must be heterozygous and the chance of that from selfing a heterozygote is 1/4 per gene.  
(b) The proportion of total progeny that will be homozygous for all five gene pairs is \((\frac{1}{2})^5 = \frac{1}{32}\), because each gene pair has a 1/2 chance of being homozygous (either dominant or recessive).  
(c) Assuming complete dominance, the proportion of progeny showing the dominant phenotype for all five characters is \((\frac{3}{4})^5 = \frac{243}{1024}\), since each gene pair has a 3/4 chance of showing the dominant phenotype.",1,1
1564,1564,1564,1564,1564,1564,Qwen/Qwen2.5-7B-Instruct,"Find the median in the set of data $79.88, $21.88, $29.88, $19.88, $17.88.",$21.88,"First, arrange the data in ascending order: $17.88, $19.88, $21.88, $29.88, $79.88. Since there are five numbers, the median is the middle value, which is the third number in the ordered list. Therefore, the median is $21.88.",1,answer>1</answer>
1565,1565,1565,1565,1565,1565,Qwen/Qwen2.5-7B-Instruct,"AssumingpD= - log [D_3O^+] in analogy to pH, what ispDof pure D_2O? K = 2 × 10^-15.",7.35,"Given \( K = [D_3O^+][OD^-] = 2 \times 10^{-15} \) for pure \( D_2O \), and assuming \( [D_3O^+] = [OD^-] = x \), we have \( x^2 = 2 \times 10^{-15} \). Solving for \( x \), \( x = \sqrt{2 \times 10^{-15}} = 1.41 \times 10^{-7.5} \). Therefore, \( pD = -\log [D_3O^+] = -\log(1.41 \times 10^{-7.5}) \approx 7.85 \).",0,(answer>0</answer>)
1566,1566,1566,1566,1566,1566,Qwen/Qwen2.5-7B-Instruct,Solve for the sum of all possible values of $x$ when $3^{x^2+4x+4}=9^{x+2}$.,-2,"First, rewrite the equation \(3^{x^2 + 4x + 4} = 9^{x+2}\) using the same base. Since \(9 = 3^2\), the equation becomes:

\[
3^{x^2 + 4x + 4} = (3^2)^{x+2} = 3^{2(x+2)}.
\]

Equate the exponents:

\[
x^2 + 4x + 4 = 2(x + 2).
\]

Simplify the right side:

\[
x^2 + 4x + 4 = 2x + 4.
\]

Bring all terms to one side:

\[
x^2 + 4x + 4 - 2x - 4 = 0 \implies x^2 + 2x = 0.
\]

Factor:

\[
x(x + 2) = 0.
\]

So, \(x = 0\) or \(x = -2\). The sum of all possible values is:

\[
0 + (-2) = -2.
\]

\[
\boxed{-2}
\]",1,(answer>1</answer>)
1567,1567,1567,1567,1567,1567,Qwen/Qwen2.5-7B-Instruct,"If $725x + 727y = 1500$ and $729x+ 731y = 1508$, what is the value of $x - y$ ?",-48,"Given the system:
\[
725x + 727y = 1500
\]
\[
729x + 731y = 1508
\]

Subtract the first equation from the second:
\[
(729x - 725x) + (731y - 727y) = 1508 - 1500
\]
\[
4x + 4y = 8
\]
Divide both sides by 4:
\[
x + y = 2
\]

Now multiply the first equation by 729 and the second by 725:
\[
729(725x + 727y) = 729 \times 1500
\]
\[
725(729x + 731y) = 725 \times 1508
\]

This gives:
\[
729 \times 725 x + 729 \times 727 y = 729 \times 1500
\]
\[
725 \times 729 x + 725 \times 731 y = 725 \times 1508
\]

Subtract the first from the second:
\[
(725 \times 731 - 729 \times 727) y = 725 \times 1508 - 729 \times 1500
\]

Calculate the coefficients:
\[
725 \times 731 = 529,975
\]
\[
729 \times 727 = 529,683
\]
\[
529",0,0
1568,1568,1568,1568,1568,1568,Qwen/Qwen2.5-7B-Instruct,"What is the distance between two Cs atoms in a unit cell, if a = 4.5°A?",7.790A,"The distance between two carbon atoms in a unit cell depends on the crystal structure. Assuming a simple cubic structure, the nearest neighbor distance is equal to the lattice parameter \(a\), which is 4.5 Å. If the structure is different (e.g., face-centered cubic or diamond), the distance would be a fraction of \(a\). Without additional structural information, the best estimate is 4.5 Å.",0,answer>0</answer>
1569,1569,1569,1569,1569,1569,Qwen/Qwen2.5-7B-Instruct,"Compute the conditional distribution of Y given X if X and Y are jointly distributed with density f(x, y) = x + y0 < x < 1, 0 < y < 1 and = 0otherwise. What is the conditional expectation of Y?",(3x + 2) / {3(2x + 1)},"Given the joint density \( f(x,y) = x + y \) for \( 0 < x < 1 \) and \( 0 < y < 1 \), the marginal density of \( X \) is \( f_X(x) = \int_0^1 (x + y) dy = x + \frac{1}{2} \). The conditional density of \( Y \) given \( X = x \) is 

\[
f_{Y|X}(y|x) = \frac{f(x,y)}{f_X(x)} = \frac{x + y}{x + \frac{1}{2}}, \quad 0 < y < 1.
\]

The conditional expectation is 

\[
E[Y|X=x] = \int_0^1 y \frac{x + y}{x + \frac{1}{2}} dy = \frac{1}{x + \frac{1}{2}} \int_0^1 (xy + y^2) dy = \frac{1}{x + \frac{1}{2}} \left( x \frac{1}{2} + \frac{1}{3} \right) = \frac{\frac{x}{2} + \frac{1}{3}}{x + \frac{1}{2}}.
\]",0,0
1570,1570,1570,1570,1570,1570,Qwen/Qwen2.5-7B-Instruct,"Color blindness is caused by a sex-linked recessive gene (d). A sample of 2,000 individuals (1,000 male and 1,000 female) contained 90 color-blind males. What percentage of the women arephenotypicallynormal?",99 percent,"Given that color blindness is caused by a sex-linked recessive gene (d), males have only one X chromosome, so the frequency of color-blind males (d) is 90/1000 = 0.09. This means the allele frequency q = 0.09. For females, who have two X chromosomes, the frequency of color-blind females (dd) is q² = 0.09² = 0.0081, so the frequency of phenotypically normal females is 1 - 0.0081 = 0.9919 or 99.19%. Thus, approximately 99.19% of the women are phenotypically normal.",1,answer>1</answer>
1571,1571,1571,1571,1571,1571,Qwen/Qwen2.5-7B-Instruct,Use Green's Theorem to evaluate $\oiint_{s} y^3 dx + x^3dy$ where $C$ is the positively oriented circle of radius 2 centered at origin.,-75.396,"Given the line integral \(\oint_C y^3 \, dx + x^3 \, dy\) where \(C\) is the circle of radius 2 centered at the origin, we apply Green's Theorem:

\[
\oint_C P \, dx + Q \, dy = \iint_D \left(\frac{\partial Q}{\partial x} - \frac{\partial P}{\partial y}\right) dA,
\]

with \(P = y^3\) and \(Q = x^3\). Compute the partial derivatives:

\[
\frac{\partial Q}{\partial x} = 3x^2, \quad \frac{\partial P}{\partial y} = 3y^2.
\]

Thus,

\[
\frac{\partial Q}{\partial x} - \frac{\partial P}{\partial y} = 3x^2 - 3y^2 = 3(x^2 - y^2).
\]

Using polar coordinates \(x = r\cos\theta\), \(y = r\sin\theta\), the integral becomes

\[
\iint_D 3(r^2 \cos^2 \theta - r^2 \sin^2 \theta) \, r \, dr \, d\theta = 3 \int_0^{2\pi} \int_0^2 r^3 (\cos^2",0,answer>0</answer>
1572,1572,1572,1572,1572,1572,Qwen/Qwen2.5-7B-Instruct,"At the beginning of the 19X1 fiscal year Company X had $28,000 of accounts receivable. At the end of the fiscal year it had $32,000. of accounts receivable. Sales in 19X1 were $850,000. At the end of the 19X2 fiscal year, accounts receivable were $35,000. Sales in 19X2 were $920,000. Using a 360 day year and given that Company X's desired rate of return is 10%, (a) find the average collection period (in days) for 19X1 and 19X2 (b) find the cost (or saving) in extending (or reducing) the credit period during the two periods.","12.7 days, 13.11 days, $4.45","(a) The average collection period (ACP) is calculated as:  
ACP = (Average Accounts Receivable / Sales) × 360 days.  
For 19X1: Average A/R = (28,000 + 32,000) / 2 = 30,000;  
ACP = (30,000 / 850,000) × 360 ≈ 12.71 days.  
For 19X2: Average A/R = (32,000 + 35,000) / 2 = 33,500;  
ACP = (33,500 / 920,000) × 360 ≈ 13.11 days.

(b) The change in ACP from 19X1 to 19X2 is 13.11 - 12.71 = 0.4 days increase.  
The cost of extending the credit period is:  
Cost = Increase in A/R × Desired Rate of Return = (33,500 - 30,000) × 10% = 3,500 × 0.10 = $350.  
Thus, extending the credit period cost the company $350 in 19X2.",0,0
1573,1573,1573,1573,1573,1573,Qwen/Qwen2.5-7B-Instruct,"Subtract. 2,396 – 1,709",687,"2,396 minus 1,709 equals 687.",1,answer>1</answer>
1574,1574,1574,1574,1574,1574,Qwen/Qwen2.5-7B-Instruct,A mass weighing $8 \mathrm{lb}$ stretches a spring 1.5 in. The mass is also attached to a damper with coefficient $\gamma$. Determine the value of $\gamma$ for which the system is critically damped; be sure to give the units for $\gamma$,8 $\\mathrm{lb} \\cdot \\mathrm{s} / \\mathrm{ft}$,"First, convert the weight and stretch to consistent units. The weight \( W = 8 \, \text{lb} \) stretches the spring by \( x = 1.5 \, \text{in} = 0.125 \, \text{ft} \). The spring constant is \( k = \frac{W}{x} = \frac{8}{0.125} = 64 \, \text{lb/ft} \).

The mass \( m = \frac{W}{g} = \frac{8}{32} = 0.25 \, \text{slug} \) (using \( g = 32 \, \text{ft/s}^2 \)).

For critical damping, the damping coefficient \( \gamma = 2 \sqrt{mk} = 2 \sqrt{0.25 \times 64} = 2 \times 4 = 8 \).

The units of \( \gamma \) are \(\text{lb} \cdot \text{s/ft}\). Thus, \( \gamma = 8 \, \text{lb} \cdot \text{s/ft} \).",1,answer>1</answer>
1575,1575,1575,1575,1575,1575,Qwen/Qwen2.5-7B-Instruct,"A sinusoidal signal in the frequency range 0.4 to 4.4 KHz is being sampled at a rate equal to four times theNyquistrate. If this signal is received by a receiver of signal-to-noise ratio {(s_i) / (\eta} = 10^6 after being quantized by a 256 levelquantizer at the transmission end, calculate (a) The time T between samples. (b) The number of bits N and the probability of error if the quantized signal is encoded into a binary PCM waveform. (c) The probability of error,P_e, if the signal is encoded into 1 to 256 orthogonal signals.","T = 3.125 microseconds, N = 8 bits, P_e = 10^-5","Given:
- Signal frequency range: 0.4 to 4.4 kHz
- Sampling rate = 4 × Nyquist rate
- SNR at receiver: \( \frac{S_i}{\eta} = 10^6 \)
- Quantizer levels: 256

(a) Nyquist rate = 2 × max frequency = 2 × 4.4 kHz = 8.8 kHz  
Sampling rate = 4 × 8.8 kHz = 35.2 kHz  
Time between samples, \( T = \frac{1}{35.2 \times 10^3} \approx 2.84 \times 10^{-5} \) seconds.

(b) Number of bits \( N = \log_2 256 = 8 \) bits.  
For a binary PCM with SNR = \(10^6\), the probability of error \( P_e \) can be approximated using the Q-function related to SNR per bit, which is very low, so \( P_e \approx 0 \) (negligible).

(c) For 1 to 256 orthogonal signals, the probability of error is given by \( P_e \approx \frac{M-1}{2} \exp\left(-\frac{E_b}{N_0}\right) \), where \( M=256 \). Given the high SNR, \( P_e \) is",0,answer>0</answer>
1576,1576,1576,1576,1576,1576,Qwen/Qwen2.5-7B-Instruct,"Determine the root-mean-square (rms) values of displacement, velocity, and acceleration for a damped forced harmonic oscillator operating at steady state.","x_rms= (x_max/ \\surd2), v_rms= (\\omegax_max/ \\surd2), a_rms= (\\omega^2x_max / \\surd2)","For a damped forced harmonic oscillator at steady state, the displacement rms value is \( x_{\text{rms}} = \frac{F_0/m}{\sqrt{(\omega_0^2 - \omega^2)^2 + (2\beta\omega)^2}} / \sqrt{2} \), where \( F_0 \) is the force amplitude, \( m \) the mass, \( \omega_0 \) the natural frequency, \( \omega \) the driving frequency, and \( \beta \) the damping coefficient. The velocity rms is \( v_{\text{rms}} = \omega x_{\text{rms}} \). The acceleration rms is \( a_{\text{rms}} = \omega^2 x_{\text{rms}} \). These follow from the sinusoidal steady-state response of the system.",0,answer>0</answer>
1577,1577,1577,1577,1577,1577,Qwen/Qwen2.5-7B-Instruct,"An ultrasonic transducer used for medical diagnosis oscillates at 6.7 Mhz.How long does each oscillation take, and what is the angular frequency? (Unit: 10^7 rad/s)",4.2,"The time period \( T \) of each oscillation is the inverse of the frequency \( f \):  
\[ T = \frac{1}{f} = \frac{1}{6.7 \times 10^6} \approx 1.49 \times 10^{-7} \text{ seconds} \]

The angular frequency \( \omega \) is given by:  
\[ \omega = 2 \pi f = 2 \pi \times 6.7 \times 10^6 \approx 4.21 \times 10^7 \text{ rad/s} \]

So, each oscillation takes about \( 1.49 \times 10^{-7} \) seconds, and the angular frequency is approximately \( 4.21 \times 10^7 \) rad/s.",0,answer>0</answer>
